year,industry_naics,mfg_inputs,omega_mfg,imported_inputs,omega_import,t_row_label,T001,T005,T006,T007,T008,V00100,V00200,V00300,total_final_use,personal_consumption_exp,nonres_invest_equipment,nonres_invest_ip,res_invest,nonres_invest_structures,change_inventories,exports,imports,fed_defense_consumption_exp,fed_defense_invest_equipment,fed_defense_invest_ip,fed_defense_invest_structures,fed_nondefense_consumption_exp,fed_nondefense_invest_equipment,fed_nondefense_invest_ip,fed_nondefense_invest_structures,state_local_consumption_exp,state_local_invest_equipment,state_local_invest_ip,state_local_invest_structures
2007,335911,2329,0.7646093237032173,971,0.31877872619829284,Storage battery manufacturing,5086,3046,2660,5451,5706,1313,57,1289,365,1588,260,NA,NA,NA,110,1042,-2634,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2007,335912,888,0.8237476808905381,219,0.20315398886827457,Primary battery manufacturing,554,1078,2011,3025,3089,877,38,1096,2471,2390,NA,NA,NA,NA,39,678,-635,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2007,335920,9677,0.8106726983329144,1953,0.16360894697160092,Communication and energy wire and cable manufacturing,17628,11937,4097,15417,16033,1855,134,2107,-2211,NA,374,NA,NA,NA,55,3338,-6111,NA,8,NA,NA,NA,124,NA,NA,NA,NA,NA,NA
2007,335930,4324,0.689743180730579,844,0.134630722603286,Wiring device manufacturing,12647,6269,6308,12243,12577,3322,119,2867,-404,NA,38,NA,NA,NA,1,2156,-2599,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2007,335991,895,0.5740859525336754,136,0.08723540731237973,Carbon and graphite product manufacturing,2239,1559,1112,2557,2671,425,32,655,318,NA,NA,NA,NA,NA,89,1004,-776,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2007,335999,3173,0.5738831615120275,1177,0.21287755471152106,All other miscellaneous electrical equipment and component manufacturing,3990,5529,4095,8920,9624,2681,95,1318,4930,491,5849,NA,NA,NA,61,3065,-5036,NA,317,NA,NA,NA,37,NA,NA,NA,147,NA,NA
2007,336111,53700,0.8114846996599925,15109,0.228318851530034,Automobile manufacturing,69,66175,21583,82603,87758,12922,320,8341,82534,66199,71551,NA,NA,NA,1167,12786,-69170,NA,0,NA,NA,NA,0,NA,NA,NA,0,NA,NA
2007,336112,107404,0.8207299180828952,28376,0.21683579899743244,Light truck and utility vehicle manufacturing,83,130864,31217,161847,162080,6126,930,24160,161763,112157,97756,NA,NA,NA,-72,25912,-79337,NA,190,NA,NA,NA,103,NA,NA,NA,5055,NA,NA
2007,336120,14157,0.7950244285954962,4319,0.24254506654686359,Heavy duty truck manufacturing,3059,17807,3788,24816,21594,2361,177,1249,21758,NA,17951,NA,NA,NA,189,5519,-7055,NA,195,NA,NA,NA,100,NA,NA,NA,4859,NA,NA
2007,336211,4720,0.6993628685731219,1173,0.17380352644836272,Motor vehicle body manufacturing,4619,6749,4718,6984,11467,4585,71,62,2365,134,2528,NA,NA,NA,5,259,-636,NA,NA,NA,NA,NA,74,NA,NA,NA,NA,NA,NA
2007,336212,4017,0.7612279704377487,1269,0.2404775440591245,Truck trailer manufacturing,279,5277,1952,7067,7229,1567,47,337,6789,NA,6633,NA,NA,NA,14,856,-912,NA,187,NA,NA,NA,10,NA,NA,NA,NA,NA,NA
2007,336213,3252,0.7693399574166075,843,0.1994322214336409,Motor home manufacturing,4,4227,1379,5410,5606,1265,15,98,5405,4871,201,NA,NA,NA,-6,510,-171,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2007,336214,5924,0.7040646541478488,1763,0.209531732826242,Travel trailer and camper manufacturing,1223,8414,2179,10398,10594,1372,60,747,9176,6747,1038,NA,NA,NA,28,1680,-318,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2007,336310,14989,0.7450912163841527,4142,0.20589551125913408,Motor vehicle gasoline engine and engine parts manufacturing,34462,20117,7909,28797,28026,5455,179,2275,-5665,1338,NA,NA,NA,NA,43,6184,-13229,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2007,336320,8997,0.6787627310448887,3069,0.23153526970954358,Motor vehicle electrical and electronic equipment manufacturing,23204,13255,6580,18217,19835,5510,134,935,-4988,3537,NA,NA,NA,NA,-1,2746,-11270,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2007,336350,21992,0.7653650727361314,6661,0.23181596714693395,Motor vehicle transmission and power train parts manufacturing,40956,28734,8040,36411,36774,6078,199,1763,-4545,2190,NA,NA,NA,NA,-15,4777,-11497,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2007,336360,11846,0.7529875413170608,2088,0.13272311212814644,Motor vehicle seating and interior trim manufacturing,21250,15732,4753,19383,20485,3848,130,775,-1867,14,541,NA,NA,NA,26,1490,-3937,NA,NA,NA,NA,NA,0,NA,NA,NA,0,NA,NA
2007,336370,16180,0.7623445156426687,2717,0.12801545420278929,Motor vehicle metal stamping,26959,21224,9450,27965,30674,6522,169,2759,1006,NA,NA,NA,NA,NA,2,1539,-535,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2007,336390,24623,0.7060763341266882,7234,0.20743841940756458,Other motor vehicle parts manufacturing,50883,34873,15253,47354,50126,10018,349,4886,-3528,4567,NA,NA,NA,NA,181,20611,-28888,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2007,3363A0,12044,0.7476101800124146,2394,0.14860335195530727,"Motor vehicle steering, suspension component (except spring), and brake systems manufacturing",25486,16110,6195,21021,22305,4854,141,1200,-4465,1341,NA,NA,NA,NA,92,2801,-8698,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2007,336411,37533,0.6572629366955608,11406,0.19973732597846072,Aircraft manufacturing,16715,57105,44167,86060,101272,22122,893,21152,69345,1035,25659,NA,NA,NA,5960,34898,-12077,NA,13552,NA,NA,NA,294,NA,NA,NA,24,NA,NA
2007,336412,15758,0.8344188509398994,7831,0.41466772570823407,Aircraft engine and engine parts manufacturing,22767,18885,19303,32321,38188,9548,335,9421,9555,NA,1125,NA,NA,NA,669,18907,-11467,NA,322,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2007,336413,8524,0.60436755530346,3293,0.23347986386840613,Other aircraft parts and auxiliary equipment manufacturing,15849,14104,19266,30428,33370,12129,266,6871,14579,NA,NA,NA,NA,NA,1591,20491,-7503,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2007,336414,6064,0.7084939829419324,311,0.0363360205631499,Guided missile and space vehicle manufacturing,5768,8559,7707,12142,16266,7424,153,130,6374,NA,120,NA,NA,NA,133,862,-272,NA,3839,NA,NA,NA,1693,NA,NA,NA,NA,NA,NA
2007,33641A,2034,0.5145459144953201,75,0.018972931950417403,Propulsion units and parts for space vehicles and guided missiles,3017,3953,1959,4712,5912,1131,43,786,1695,NA,NA,NA,NA,NA,-27,599,-409,NA,NA,NA,NA,NA,1532,NA,NA,NA,NA,NA,NA
2007,336500,6430,0.6784131673348808,2179,0.22990082295843006,Railroad rolling stock manufacturing,3583,9478,3285,12324,12762,1506,131,1648,8741,NA,8027,NA,NA,NA,49,2182,-2628,NA,17,NA,NA,NA,41,NA,NA,NA,1053,NA,NA
2007,336611,5349,0.5157153875819515,1053,0.10152333204782106,Ship building and repairing,3991,10372,7978,17357,18349,6692,171,1115,13366,NA,4631,NA,NA,NA,336,1229,-409,NA,7494,NA,NA,NA,60,NA,NA,NA,26,NA,NA
2007,336612,4869,0.5710097337867949,1317,0.15445056878151753,Boat building,305,8527,2141,10288,10667,1660,61,419,9983,7420,721,NA,NA,NA,422,2370,-1407,NA,145,NA,NA,NA,284,NA,NA,NA,28,NA,NA
2007,336991,2042,0.5723094170403588,863,0.24187219730941703,"Motorcycle, bicycle, and parts manufacturing",919,3568,3059,6319,6627,1411,46,1601,5400,8645,48,NA,NA,NA,198,1814,-5598,NA,NA,NA,NA,NA,NA,NA,NA,NA,293,NA,NA
2007,336992,7295,0.8707328718071139,1576,0.18811172117450464,"Military armored vehicle, tank, and tank component manufacturing",1860,8378,3103,11155,11481,1153,46,1905,9294,NA,NA,NA,NA,NA,257,1149,-801,NA,8690,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2007,336999,5166,0.7989483451902258,1334,0.20630992885864521,All other transportation equipment manufacturing,1592,6466,2292,8368,8759,1008,58,1227,6776,5407,965,NA,NA,NA,117,375,-257,NA,69,NA,NA,NA,NA,NA,NA,NA,100,NA,NA
2007,337110,7033,0.5802326540714462,1911,0.15766025905453346,Wood kitchen cabinet and countertop manufacturing,17293,12121,7225,18598,19347,6562,69,595,1305,NA,2141,NA,NA,NA,-96,120,-860,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2007,337121,6078,0.6524259338772005,2344,0.2516101331043366,Upholstered household furniture manufacturing,136,9316,3855,12540,13171,3433,63,359,12404,14812,382,NA,128,NA,-32,343,-3246,NA,NA,NA,NA,NA,0,NA,NA,NA,16,NA,NA
2007,337122,2768,0.5707216494845361,860,0.177319587628866,Nonupholstered wood household furniture manufacturing,179,4850,2538,6938,7388,1984,35,519,6759,16744,524,NA,202,NA,-65,695,-11362,NA,0,NA,NA,NA,3,NA,NA,NA,18,NA,NA
2007,337127,2436,0.634375,561,0.14609375,Institutional furniture manufacturing,645,3840,1997,5809,5837,1456,30,511,5163,72,7894,NA,NA,NA,13,902,-4255,NA,0,NA,NA,NA,1,NA,NA,NA,537,NA,NA
2007,33712N,1385,0.5754050685500623,474,0.19692563356875778,Other household nonupholstered furniture,392,2407,893,3358,3300,744,20,129,2966,5762,201,NA,48,NA,12,71,-3132,NA,NA,NA,NA,NA,0,NA,NA,NA,4,NA,NA
2007,337215,3629,0.6769259466517441,948,0.17683268047006157,"Showcase, partition, shelving, and locker manufacturing",4690,5361,2965,8340,8326,2737,42,187,3650,607,6905,NA,7,NA,-16,595,-4802,NA,1,NA,NA,NA,10,NA,NA,NA,343,NA,NA
2007,33721A,5969,0.6128336755646817,1539,0.1580082135523614,Office furniture and custom architectural woodwork and millwork manufacturing,5688,9740,9040,18006,18780,4981,103,3956,12319,289,11686,NA,NA,NA,-18,321,-1515,NA,0,NA,NA,NA,11,NA,NA,NA,1545,NA,NA
2007,337900,3534,0.6383670520231214,628,0.11343930635838151,Other furniture related product manufacturing,379,5536,4001,9183,9537,1884,61,2056,8804,9125,726,NA,86,NA,63,129,-1351,NA,NA,NA,NA,NA,NA,NA,NA,NA,25,NA,NA
2007,339112,7253,0.5615950445218738,1363,0.10553619821912505,Surgical and medical instrument manufacturing,12516,12915,17904,29392,30819,10675,380,6849,16876,248,17975,NA,NA,NA,249,6580,-8269,NA,30,NA,NA,NA,6,NA,NA,NA,58,NA,NA
2007,339113,8193,0.4857413885101085,1474,0.0873895772810814,Surgical appliance and supplies manufacturing,17873,16867,16893,30710,33760,8250,383,8260,12837,10017,5458,NA,NA,NA,198,5344,-8746,NA,4,NA,NA,NA,66,NA,NA,NA,496,NA,NA
2007,339114,1211,0.49896992171405025,393,0.1619283065512979,Dental equipment and supplies manufacturing,2790,2427,2112,4361,4538,1262,52,798,1571,NA,1678,NA,NA,NA,40,854,-1118,NA,35,NA,NA,NA,66,NA,NA,NA,16,NA,NA
2007,339115,1153,0.336937463471654,302,0.08825248392752776,Ophthalmic goods manufacturing,40,3422,4854,7777,8276,2429,81,2344,7737,9740,NA,NA,NA,NA,110,996,-3109,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2007,339116,929,0.40925110132158593,381,0.16784140969162994,Dental laboratories,4466,2270,2912,4477,5182,2616,54,242,11,NA,NA,NA,NA,NA,4,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2007,339910,3917,0.49407164480322907,2479,0.31268920282542884,Jewelry and silverware manufacturing,3246,7928,4065,15969,11992,2381,76,1607,12724,27808,NA,NA,NA,NA,36,8586,-23705,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2007,339920,4399,0.488614906142397,1006,0.11174053093413307,Sporting and athletic goods manufacturing,1246,9003,4280,12899,13283,2942,92,1246,11653,14004,2568,NA,NA,NA,402,1559,-7119,NA,0,NA,NA,NA,1,NA,NA,NA,239,NA,NA
2007,339930,1246,0.6081015129331381,145,0.07076622742801367,"Doll, toy, and game manufacturing",3216,2049,1112,3078,3161,878,18,216,-138,16512,NA,NA,NA,NA,150,981,-17782,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2007,339940,1605,0.6192129629629629,363,0.1400462962962963,Office supplies (except paper) manufacturing,2461,2592,1648,4961,4240,1276,27,344,2499,3618,104,NA,NA,NA,15,452,-1921,NA,NA,NA,NA,NA,1,NA,NA,NA,230,NA,NA
2007,339950,5440,0.6462342599192207,964,0.11451651223568543,Sign manufacturing,840,8418,5252,9226,13669,4532,111,609,8386,NA,8417,NA,NA,NA,17,166,-215,NA,0,NA,NA,NA,1,NA,NA,NA,NA,NA,NA
2007,339990,10898,0.5611162599114407,2314,0.11914323962516733,All other miscellaneous manufacturing,12911,19422,11196,29300,30619,7777,268,3151,16388,17407,7200,NA,NA,NA,206,4172,-12625,NA,5,NA,NA,NA,NA,NA,NA,NA,24,NA,NA
2007,423100,2577,0.09310643832646867,1144,0.04133246621865742,Motor vehicle and motor vehicle parts and supplies,30813,27678,45869,68098,73547,30238,1798,13833,37285,16244,13205,0,0,0,241,7261,NA,NA,49,0,NA,NA,18,0,NA,NA,267,0,NA
2007,423400,3348,0.08711490424646129,1445,0.0375988759367194,Professional and commercial equipment and supplies,41825,38432,102574,127692,141006,78449,4795,19330,85867,21636,32174,9340,53,0,320,18288,NA,NA,735,206,NA,NA,304,285,NA,NA,2122,405,NA
2007,423600,2632,0.06629055007052186,1102,0.02775538988515011,Household appliances and electrical and electronic goods,47481,39704,68961,110921,108665,27918,2991,38052,63440,12382,25783,535,443,NA,248,16699,NA,NA,3825,12,NA,NA,1694,16,NA,NA,1780,23,NA
2007,423800,4177,0.12095326345051254,1572,0.04552035674986969,"Machinery, equipment, and supplies",42048,34534,79657,100054,114191,54351,5463,19843,58006,2832,33864,3,5,0,187,19104,NA,NA,1030,0,NA,NA,232,0,NA,NA,748,0,NA
2007,423A00,10750,0.11885019347705915,3674,0.04061912658927584,Other durable goods merchant wholesalers,122642,90450,116454,204529,206904,81086,7150,28218,81887,45049,12890,49,1015,65,214,21597,NA,NA,461,1,NA,NA,91,1,NA,NA,452,2,NA
2007,424200,1597,0.08102897153584657,611,0.031001065503069664,Drugs and druggists' sundries,41224,19709,68840,96373,88550,32091,1734,35015,55149,46172,194,NA,1,NA,109,8648,NA,NA,5,NA,NA,NA,3,NA,NA,NA,17,NA,NA
2007,424400,5630,0.11488858052403886,1561,0.031854542486327644,Grocery and related product wholesalers,44254,49004,55255,108787,104259,33783,1688,19783,64534,57205,381,NA,3,NA,407,6530,NA,NA,0,NA,NA,NA,2,NA,NA,NA,5,NA,NA
2007,424700,889,0.12173079556346707,639,0.08749828837464056,Petroleum and petroleum products,76279,7303,125248,137261,132551,10992,87868,26388,60981,57605,114,NA,24,0,-36,3274,NA,NA,0,NA,NA,NA,0,NA,NA,NA,0,NA,NA
2007,424A00,8021,0.088879285508499,2493,0.02762449305232365,Other nondurable goods merchant wholesalers,106388,90246,142066,237484,232311,67083,29708,45275,131096,109698,1400,84,37,1,1179,18597,NA,NA,11,2,NA,NA,12,3,NA,NA,69,4,NA
2007,425000,2865,0.16184611908258953,905,0.051124166760817984,Wholesale electronic markets and agents and brokers,30650,17702,22436,36977,40138,13264,465,8707,6326,2132,1081,5,3,0,29,3014,NA,NA,30,0,NA,NA,12,0,NA,NA,19,0,NA
2007,441000,8480,0.16008759509920523,3246,0.061278812935379734,Motor vehicle and parts dealers,13693,52971,162806,145377,215777,96270,35504,31033,131683,119733,11948,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2007,444000,2390,0.061891443961052416,912,0.023617153511497825,Building material and garden equipment and supplies dealers,76805,38616,88122,122979,126738,49500,20620,18001,46174,38353,6616,0,1205,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2007,445000,8765,0.13677360963735097,2504,0.03907371574808064,Food and beverage stores,1854,64084,124110,167686,188194,77432,18893,27786,165831,165703,123,0,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2007,446000,1655,0.0654823138403102,612,0.024214607897444014,Health and personal care stores,121,25274,49720,81099,74994,38489,5241,5991,80977,80962,14,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2007,447000,3068,0.11670280345391609,687,0.02613260298984366,Gasoline stations,9337,26289,56611,67299,82900,28005,12227,16379,57962,57955,5,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2007,448000,5173,0.0894379225090337,2550,0.0440878991683812,Clothing and clothing accessories stores,18,57839,57181,111039,115019,34026,14286,8869,111021,111015,1,0,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2007,452000,5713,0.07734066172090756,2917,0.03948935939784481,General merchandise stores,4194,73868,124574,191648,198442,77976,36602,9996,187454,185644,1508,162,141,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2007,454000,5744,0.11109177062179673,2355,0.04554685233536408,Nonstore retailers,9451,51705,81710,129617,133415,27256,9508,44946,120166,114263,4853,826,225,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2007,481000,34543,0.3948809401328349,22601,0.258365055957566,Air transportation,63289,87477,73198,158932,160675,39908,16807,16483,95643,91488,280,22,2,NA,7,32634,-28839,NA,27,0,NA,NA,6,1,NA,NA,15,1,NA
2007,482000,11572,0.4093385214007782,3107,0.10990449239476477,Rail transportation,42806,28270,32394,59610,60665,19287,-325,13432,16804,6058,2077,NA,27,NA,294,8083,139,NA,28,NA,NA,NA,4,NA,NA,NA,94,NA,NA
2007,483000,11547,0.35286028602860287,4251,0.1299046571323799,Water transportation,13149,32724,14227,46963,46950,5752,205,8270,33814,14108,17,0,0,NA,131,6869,12680,NA,8,0,NA,NA,1,0,NA,NA,0,NA,NA
2007,484000,34107,0.21959887969610148,5004,0.03221839487493159,Truck transportation,145973,155315,123709,273178,279024,76841,3487,43381,127205,75984,21449,542,727,23,624,24499,1437,NA,748,12,NA,NA,185,17,NA,NA,934,23,NA
2007,485000,4150,0.22290256740788483,543,0.029165323880116018,Transit and ground passenger transportation,28246,18618,26285,56517,44903,14289,1030,10966,28271,28271,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2007,486000,1544,0.12122163774829238,430,0.03375991206720578,Pipeline transportation,23408,12737,13005,25885,25741,4733,1725,6547,2477,1482,NA,NA,NA,NA,6,990,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2007,48A000,6761,0.14137548878154862,2289,0.04786399849444828,Scenic and sightseeing transportation and support activities,99493,47823,46907,108778,94730,32900,1251,12756,9285,8538,NA,NA,NA,NA,NA,747,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2007,491000,4693,0.21692705925857447,1143,0.05283350281963576,Postal service,64883,21634,53198,74663,74832,54240,NA,-1042,9780,9923,NA,NA,NA,NA,NA,345,-488,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2007,492000,9949,0.24435711654181505,1929,0.047378116173400465,Couriers and messengers,69534,40715,43027,84320,83741,30945,867,11215,14786,3624,NA,NA,NA,NA,NA,8101,3061,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2007,493000,3051,0.1099182188276831,1116,0.04020607414345931,Warehousing and storage,72155,27757,41277,72389,69034,31263,585,9429,234,91,NA,NA,NA,NA,NA,143,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2007,4B0000,7068,0.09548641601707623,2235,0.03019413409708056,All other retail,8730,74021,124537,201649,198558,77436,28018,19083,192918,172430,14423,1616,4449,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2007,511110,7528,0.4097093719386089,1531,0.0833242625449004,Newspaper publishers,546,18374,30270,11618,48643,15393,309,14568,11072,10916,NA,NA,NA,NA,-13,233,-64,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2007,511120,5831,0.27352472089314195,861,0.04038840416549395,Periodical Publishers,5928,21318,26269,20362,47586,10864,319,15086,14434,13191,NA,198,NA,NA,-64,1435,-327,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2007,511130,6322,0.3181360708534622,627,0.03155193236714976,Book publishers,5468,19872,19476,36255,39347,5852,722,12902,30787,21767,NA,8853,NA,NA,106,2387,-2327,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2007,5111A0,5252,0.4013449488002445,1051,0.08031484028732998,"Directory, mailing list, and other publishers",2847,13086,13667,11159,26754,4504,164,8999,8312,8002,NA,566,NA,NA,-2,359,-613,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2007,511200,1047,0.01948015703202039,1134,0.021098852028950454,Software publishers,29928,53747,94942,130507,148689,43051,1963,49928,100580,22205,NA,48622,NA,NA,52,26500,-1460,NA,NA,1071,NA,NA,NA,1481,NA,NA,NA,2108,NA
2007,512100,2687,0.05091811790566789,1591,0.03014913494153986,Motion picture and video industries,48889,52771,63288,114775,116060,24573,4764,33951,65886,24772,NA,30389,NA,NA,32,14745,-4052,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2007,512200,709,0.09113110539845759,174,0.02236503856041131,Sound recording industries,6736,7780,13216,21290,20996,1785,1492,9940,14554,10221,NA,5150,NA,NA,34,995,-1845,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2007,515100,710,0.027241683612784406,262,0.010052564938802133,Radio and television broadcasting,7677,26063,38374,20139,64436,15248,811,22315,12462,4525,NA,7929,NA,NA,NA,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2007,515200,4328,0.20677464048540442,1797,0.08585351870431418,Cable and other subscription programming,21127,20931,36546,33182,57477,11225,924,24397,12055,NA,NA,12055,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2007,517110,14027,0.10681866642297969,13297,0.10125955709890645,Wired telecommunications carriers,161199,131316,195806,318447,327122,57739,24136,113931,157248,143422,7714,NA,NA,NA,NA,6261,-150,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2007,517210,18559,0.2073631284916201,10700,0.11955307262569832,Wireless telecommunications carriers (except satellite),71203,89500,81785,156650,171285,18693,8608,54484,85447,81586,NA,NA,NA,NA,NA,3861,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2007,517A00,853,0.06900736186392686,1069,0.08648167623978642,"Satellite, telecommunications resellers, and all other telecommunications",15640,12361,21498,27796,33858,14195,1741,5561,12156,11573,NA,NA,NA,NA,NA,603,-19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2007,518200,5823,0.16653320368357832,2233,0.06386203740776755,"Data processing, hosting, and related services",58517,34966,44065,85362,79032,24184,1261,18621,26845,10176,NA,13626,NA,NA,NA,915,-214,NA,NA,437,NA,NA,NA,448,NA,NA,NA,1458,NA
2007,519130,2165,0.21429278432148866,488,0.04830248441057112,Internet publishing and broadcasting and Web search portals,12977,10103,22271,17051,32374,10214,705,11352,4075,2328,NA,NA,NA,NA,NA,2061,-315,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2007,5191A0,101,0.10069790628115653,37,0.036889332003988036,"News syndicates, libraries, archives and all other information services",5175,1003,6070,8899,7073,2966,96,3007,3724,3362,NA,NA,NA,NA,NA,365,-3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2007,522A00,3000,0.030630685821055534,2541,0.025944190890434038,Nondepository credit intermediation and related activities,175951,97941,143269,220432,241210,89415,6636,47218,44482,35631,NA,NA,NA,NA,NA,8851,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2007,523900,3666,0.024565447552166397,3384,0.02267579774046129,Other financial investment activities,179618,149234,90709,315238,239943,99629,2952,-11872,135619,107841,NA,NA,NA,NA,NA,27778,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2007,523A00,2581,0.01766852182723047,22807,0.15612784862985096,Securities and commodity contracts intermediation and brokerage,144908,146079,115550,208207,261629,116896,2128,-3474,63299,41349,NA,NA,NA,NA,NA,22011,-61,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2007,524113,9,0.004008908685968819,836,0.3723830734966592,Direct life insurance carriers,NA,2245,85041,85659,87286,47651,3373,34017,85659,85659,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2007,5241XX,829,0.004054424164172388,43208,0.2113191306219066,"Insurance carriers, except direct life",247215,204468,230431,424572,434899,84796,16030,129605,177357,202491,NA,NA,10037,NA,NA,11450,-46621,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2007,524200,1566,0.01979297008303947,899,0.011362630973596735,"Insurance agencies, brokerages, and related activities",185568,79119,90568,185568,169688,57754,2058,30756,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2007,525000,1196,0.01151284124600516,1129,0.010867891109314236,"Funds, trusts, and other financial vehicles",11930,103884,10450,136227,114334,667,912,8870,124297,124297,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2007,52A000,9124,0.042909008822588836,4717,0.02218344965104686,Monetary authorities and depository credit intermediation,252475,212636,263547,420013,476183,120621,8125,134801,167538,165260,NA,NA,NA,NA,NA,15535,-13257,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2007,531HSO,4270,0.0278364494510939,2106,0.013729171555972777,Owner-occupied housing,NA,153396,1017866,1170959,1171262,NA,129051,888815,1170959,1170959,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2007,531HST,35,0.006207875133025896,204,0.03618304363249379,Tenant-occupied housing,NA,5638,329001,309208,334639,13985,43263,271753,309208,309208,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2007,531ORE,23698,0.04229112311146168,9060,0.016168350721151272,Other real estate,781567,560354,324878,901238,885232,67683,20240,236955,119672,5035,NA,NA,94792,16757,NA,3088,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2007,532100,2196,0.10661229245557821,701,0.03403243033304204,Automotive equipment rental and leasing,49382,20598,29388,101284,49986,8422,4999,15967,51902,49708,NA,NA,NA,NA,NA,2194,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2007,532400,2113,0.10088808250572956,559,0.02669022154316272,Commercial and industrial machinery and equipment rental and leasing,75154,20944,35089,79652,56033,10084,3699,21306,4498,359,NA,NA,NA,NA,NA,4139,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
